Date,Mean_Ice_Concentration_12km,DOY,Mean_Ice_Concentration_perc_12km,Mean_Ice_Concentration_perc_3km,Mean_Ice_Concentration_3km
2013-11-11,0.9628662420382166,311,96.28662420382166,93.29890080784,0.9329890080784
2013-11-12,0.9720169851380044,312,97.20169851380042,95.934313335982,0.95934313335982
2013-11-13,0.9727388535031848,313,97.27388535031848,98.6094557012316,0.986094557012316
2013-11-14,0.9649469214437368,314,96.49469214437369,94.2259303403522,0.942259303403522
2013-11-15,0.9621019108280257,315,96.21019108280257,97.4308038670374,0.974308038670374
2013-11-16,0.983864118895966,316,98.3864118895966,99.6291881869951,0.996291881869951
2013-11-17,0.9878343949044586,317,98.78343949044586,97.6691828896834,0.976691828896834
2013-11-18,0.9672186836518047,318,96.72186836518048,96.7818831942789,0.9678188319427891
2013-11-19,0.9314649681528664,319,93.14649681528662,98.6226989802675,0.986226989802675
2013-11-20,0.9431210191082802,320,94.31210191082802,99.2054032578466,0.992054032578466
2013-11-21,0.976072186836518,321,97.6072186836518,97.2189114024632,0.972189114024632
2013-11-22,0.9910615711252656,322,99.10615711252656,94.0272811548139,0.940272811548139
2013-11-23,0.9918259023354564,323,99.18259023354564,92.8088994835121,0.9280889948351211
2013-11-24,0.9909129511677284,324,99.09129511677284,97.5367500993245,0.975367500993245
2013-11-25,0.9330573248407644,325,93.30573248407644,99.1789166997748,0.991789166997748
2013-11-26,0.8154352441613588,326,81.54352441613588,99.2848629320619,0.992848629320619
2013-11-27,0.7840976645435244,327,78.40976645435244,99.2451330949543,0.992451330949543
2013-11-28,0.8769002123142251,328,87.6900212314225,94.0272811548139,0.940272811548139
2013-11-29,0.8992144373673037,329,89.92144373673037,80.9561647463912,0.8095616474639119
2013-11-30,0.4351380042462845,330,43.51380042462845,79.5126473314792,0.795126473314792
2013-12-01,0.4367515923566878,331,43.67515923566879,85.5515825718447,0.8555158257184471
2013-12-02,0.5805307855626327,332,58.05307855626327,88.4783472387763,0.8847834723877629
2013-12-03,0.620552016985138,333,62.0552016985138,49.1458085021851,0.49145808502185095
2013-12-04,0.7721231422505308,334,77.21231422505308,35.4390147000397,0.354390147000397
2013-12-05,0.874692144373673,335,87.4692144373673,57.4493444576877,0.574493444576877
2013-12-06,0.9595966029723992,336,95.95966029723992,66.3488279698053,0.663488279698053
2013-12-07,0.9835456475583864,337,98.35456475583864,76.6520990597271,0.7665209905972711
2013-12-08,0.9557749469214436,338,95.57749469214436,88.4783472387763,0.8847834723877629
